name,mana,attack,health,durability,card_mark,is_Druid,is_Hunter,is_Paladin,is_Mage,is_Warrior,is_Shaman,is_Priest,is_Demon Hunter,is_Neutral,is_Rogue,is_Warlock,is_Death Knight,is_Amalgam,is_Beast,is_Demon,is_Dragon,is_Elemental,is_Mech,is_Murloc,is_Naga,is_Pirate,is_Quilboar,is_Totem,is_Undead,is_lengendary,is_Shadow,is_Nature,is_Fire,is_Arcane,is_Frost,is_Fel,is_Holy,lsa_0,lsa_1,lsa_2,lsa_3,lsa_4,lsa_5,lsa_6,lsa_7,lsa_8,lsa_9,lsa_10,lsa_11,lsa_12,lsa_13,lsa_14,lsa_15,lsa_16,lsa_17,lsa_18,lsa_19
abyssal-wave,6,,,,2.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.27425330835439404,0.27244905866396596,0.07144368696685031,0.007669391035887395,0.14169753489120512,-0.05954172517471462,-0.10332320599798572,-0.060420716667710275,0.05091324290277222,-0.056188627683051356,-0.027541346958106137,0.03940037720019315,-0.019478167397909717,0.009411310979874122,-0.05162556221041885,-0.030996492851807778,-0.08602752508432067,0.01618490323864257,-0.053462406531901485,0.06420940054455412
academic-espionage,4,,,,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2233283710395246,-0.09543634346620149,0.28208964542351883,0.005771386234685908,-0.05681129750964179,0.1281290556002178,-0.08728655832330703,-0.06726032080159011,0.1432735558740653,0.13418182216061258,-0.11375825873288349,-0.04289563412411839,-0.23882968541345226,0.07625214246972811,-0.14910685468497126,-0.13488843118763807,0.11220916840402072,-0.11377038139761314,-0.07021334862871913,-0.04311729346833867
ace-hunter-kreen,3,2.0,4.0,,4.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07033241064610782,0.0031318887552256487,0.05559013326294527,-0.06136759426364345,0.01815305937551978,-0.03153745546034363,-0.06074698516245423,-0.002773006305063986,0.013447849760422584,-0.014176716282364126,-0.03369558377207889,-0.02119723280670715,-0.0009521781729986932,0.007651869168158314,-0.013319460636620895,0.007329542171327015,-0.033257209818675595,0.03492050815227572,-0.047738785844590466,0.03878436767532086
acherus-veteran,1,2.0,1.0,,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3734591182273113,-0.21302951372376822,-0.272071730874452,-0.029674636976883356,0.2165049823644326,-0.4464625469590849,-0.09871447332804814,-0.017366705716144997,0.025544964354794728,-0.021870953237680388,0.019143360947759282,-0.02245102169529689,-0.08410469141777017,-0.22630312197024663,-0.07305235740198368,0.0869619673582746,0.08656454152695595,-0.01530529030374013,-0.05105648986607157,-0.2784171427370473
acidic-swamp-ooze,2,3.0,2.0,,4.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21457566126896022,-0.10420167664108712,0.11102471771585559,-0.000491907913694703,0.05048828735182828,-0.02343382403443565,-0.11040993968031054,0.0046708692906421954,0.1469513890736503,0.02614977514265033,-0.03662958092868536,-0.2359725035401647,-0.19747250972727376,-0.06643831235704746,-0.014418143968332242,-0.1929880972413574,0.09339790577371299,-0.0338729813718408,0.02622839992730027,0.06507115540778355
acidmaw,7,4.0,2.0,,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.21007058508169452,0.05323738940231452,-0.167430061328753,0.10189309926917298,-0.009668594715662143,-0.13211238930402497,0.13634758856719473,-0.020264527633479742,0.014315440143872399,0.041683506258148664,0.017628012153629507,0.03955444282155901,-0.06378077492860368,-0.035916974619139064,-0.08027029911620594,-0.13351457693322824,0.033564464403356684,0.006355767463341794,0.04408930995481823,0.12968248342447541
acolyte-of-agony,3,3.0,3.0,,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028470370152815658,0.027899167197560106,-0.031638842834010486,-0.03092928712196481,0.03651622697061637,0.026439882267860395,0.023893992942525533,0.02743612074066056,0.008915710193381299,0.0006236015922802457,-0.015557243904664841,0.0378372132482798,-0.002643933972196151,0.03744337160859799,0.04605677285229702,-0.07603875177241959,-0.006417232537716376,-0.010406813940669916,-0.028879266965092288,-0.028818034084401898
acolyte-of-death,3,3.0,4.0,,3.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24462595819692384,-0.15947029643674224,-0.16444757777096003,0.1717934472229986,-0.13300368841837953,0.0018695284110656785,-0.005735114648126427,-0.05395883545680218,0.21330401352045547,0.1183297618072997,0.1223752987023718,0.1724311032286728,0.1649284132795658,-0.09774712476332854,-0.0710450850407013,0.07988203692484282,-0.06331928891426286,0.10831073765822023,0.08940668846045986,0.038898113193028244
acolyte-of-pain,3,1.0,3.0,,4.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32042806440763627,0.001242245049147682,-0.21110294564770624,0.08469247333607094,-0.2011553931187018,-0.02185098904959653,0.03541374017983656,0.017262337596282692,0.19570348243298147,0.21419823397602938,0.043008998761072226,0.23910857410315928,0.19111051788929026,-0.13545412354231842,-0.02590398486462788,-0.10756614309662527,-0.0756415874282965,0.05008389989632649,-0.08383731774347211,0.047419213254334236
acornbearer,1,2.0,1.0,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16956335995964883,-0.10014484381940876,0.1912652231295711,0.1412766307878841,0.1026374116011233,0.14073580216184714,-0.06475341466243988,0.04402440694889638,-0.11369367100781406,0.04786664059518412,-0.20689532359965118,0.0020411806707090092,0.06933335856332293,0.025298474927069894,0.10352669545651139,-0.006614308300784716,0.0038522751995571196,0.04905442837556259,-0.11241441986857056,-0.041496647604714734
acrobatics,3,,,,4.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22872620633341717,0.013767067859685374,-0.0345624570125144,-0.14994755507804536,-0.27939452664904474,0.10378935969480939,-0.07379730040659178,-0.0742352216389403,0.2148661663985862,0.13597361118891169,0.01080061822949294,0.04829753203775585,0.1651632620025604,-0.026870241585735307,0.030322915985366766,0.0015151617806745572,-0.1248699512588196,-0.16413382644381017,0.06553322413496304,0.007709872304833387
activate-the-obelisk,1,,,,4.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.045646834128295295,0.002109056955718799,0.017401628283946854,-0.02635240906825326,0.019327288462126467,-0.01898155406948854,0.023140798195354802,0.06679000802993026,0.08392495694509242,0.06713778238092281,0.047048322775825185,-0.16930824125303878,0.010248633331047967,0.04744080886830475,0.02397347099017174,0.14462280721935497,0.04436932725090481,0.06526316853230084,-0.03802929876934542,0.03514610546482631
adaptation,1,,,,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19134442767572207,-0.11903089401584467,-0.16868095965196253,0.14763678849646253,0.05508007919942626,-0.12087491196784642,0.10308570308247995,-0.09256759101445283,-0.028886962974129758,0.0255236302793586,0.11553538988199329,-0.051860465594857345,-0.04342002047620692,-0.06434514557037235,-0.009154480088979558,0.08532491628615292,-0.014391221475554754,-0.039660457683511244,0.0045090749881222005,-0.04372295392737133
addled-grizzly,3,2.0,2.0,,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3730117875730512,-0.253914902830857,-0.29997308660467514,0.12461726083577346,0.04834924493390236,-0.22699840840655436,0.014917737316055255,-0.09934139205069004,-0.08272928852298694,-0.11963084343493668,-0.00044239235532882865,0.1456531725656217,0.08940655005364039,0.16966895735078466,-0.11313980690216996,0.03426759298375976,-0.2382654227892363,0.015319713889242526,0.21637611422944691,0.08279683287302717
adorable-infestation,1,,,,4.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2647071534661223,-0.13141528579354367,0.0031934714926726004,0.1732812309022571,0.09471950103019376,-0.024021456888705904,-0.0374410009433567,0.038894248268771234,-0.09133578790563493,-0.03929448531618249,-0.02092868765399352,0.03149131032595153,0.048109345453817336,0.026739043127121942,0.03872541460241073,0.02114934551790036,-0.08979959513198132,0.08553771670084408,0.03265833622761629,-0.03551867006976146
aegwynn-the-guardian,5,5.0,5.0,,3.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.20202883587605808,0.02323629085318934,-0.05271977065709538,-0.03932079631045163,-0.12836267735416046,-0.001155067302334778,0.008380596453301407,0.03373579309102986,0.030876318236742722,0.021932118756295815,-0.053764123552221633,0.13549623310103448,0.08073138095686862,-0.0971366826150163,-0.026891242883781925,0.12326659733243006,0.08548468793304162,-0.12465791336514395,-0.06698700923862104,-0.0451425797450675
aeon-reaver,6,4.0,4.0,,3.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4425650647673898,0.31656818827876243,-0.13796514161400664,0.13013650915171415,0.06512406324455439,-0.13203053210369442,0.04954154943486026,0.1750669069710249,0.02724441538205248,0.020901419386907386,0.07026796091540027,-0.10780570581327652,-0.033642573594598935,-0.05935461476879932,-0.01985399302014319,-0.08481328242489154,0.15880471862523993,0.08543887055543846,-0.12384319135834199,-0.16086074747888876
aeroponics,5,,,,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.18788146520260968,0.025196756048973146,-0.03637091443892514,-0.1511766855029761,-0.2547237931910987,0.1538667296138404,-0.14605956919703794,-0.16869088296738313,-0.05213932245733402,0.2608453001274025,0.11152367869335433,-0.020090339550584282,0.01657052982281553,-0.013532922815147914,0.09467143984392169,-0.030568270876185768,-0.029989867597162524,-0.10703134773436004,0.1377989730101126,-0.060452686070062565
afterlife-attendant,3,3.0,4.0,,3.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13093534733785125,-0.07269602888376586,0.16677672450331088,-0.02533441397705684,-0.0053821654142006715,0.031355605926679256,-0.08493086574923751,0.0141625289403071,0.05978150558024332,0.01222132395202066,-0.04543845928351572,-0.00961094596369756,-0.035407257586818355,0.0786122386242848,-0.05817224105285858,-0.07014827657685795,-0.015005200785226724,-0.09901787394959234,-0.02017700817422982,-0.03290142173960321
against-all-odds,5,,,,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0948118594388059,0.11596017987834356,0.04441909271746138,-0.04399458184192549,0.12696562597306105,-0.023771850874922354,-0.12383228472664455,-0.22685014075274468,0.032078326489695615,-0.08308604505817307,0.011152215415785269,-0.06727496501495986,0.05695794960243823,-0.022038163364552412,-0.09554746116110255,-0.0005042806968207983,0.11108993782004326,0.030468648672972276,0.02781678373224402,0.27411250741911836
aimed-shot,3,,,,4.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2721750017561123,0.3685973252791726,0.04075987887040672,-0.05028703099072653,-0.0730938713467532,0.005257191059009788,0.04385593543792505,0.08545536061728738,0.06824803495935536,0.11741941277606129,-0.13881735175270163,0.04352093554935739,-0.1184359519251586,0.09008342234551689,-0.011833387389169784,-0.007196127228537576,-0.15095970212989998,-0.15895828204418042,0.09990526553992343,-0.1107841370226751
air-elemental,1,2.0,1.0,,3.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06746079486147123,0.012179319052062732,0.046804120295636915,-0.08574448041360433,-0.035368270296266796,-0.013523579991474488,-0.0001268179756596401,0.1106058716063255,-0.0011613110338709542,0.09198364383294247,-0.0002546180770035771,-0.04822301603913966,0.08496093648948394,0.23636749407134522,-0.1969457851128759,0.013088615110135584,0.05557923745229743,-0.19200414066156202,0.14452698075377057,-0.09061471984892876
air-guitarist,1,1.0,1.0,,2.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18983031205429,-0.10716767260805357,0.013539612549577584,-0.10263170109500104,0.11582399067357993,-0.18528687767347318,-0.21472938744148207,0.05866906414648282,0.07121686050588694,-0.05473358234958426,-0.08590502833671618,0.037983804186089175,-0.09235819279447019,-0.0962076062431037,-0.019583428027948744,0.028393840790528653,-0.04323655586894508,0.0015329366134438568,0.04045362751230942,-0.20470659858188503
air-raid,2,,,,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11967118925466672,-0.09944043143172651,-0.025885331674464718,-0.04642344035683836,0.17804526608029958,0.24165120503989823,0.06391183721658364,0.017271210194036962,-0.12809179710193597,-0.04281351433697128,-0.1790826822939387,-0.002288455274499057,0.08137695182408453,0.07596293659150777,0.001414880636689409,-0.005920177943083693,-0.004613790776968943,0.16157703451159078,0.03932353591373865,-0.09178441731314967
akali-the-rhino,8,5.0,5.0,,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19787986989015174,-0.13257551875434695,-0.14373701501024638,0.03624133238479282,0.07170773593809608,-0.07042604181247814,-0.02356032735877258,-0.08025299985245221,0.12682685783598557,0.10282306963984367,-0.008297308464998557,0.1370023943538482,0.10872943648197433,0.09258204563873829,0.017097086748589646,-0.04386131129375064,0.010935206318432705,0.16865046646137288,0.0734745712770502,-0.08739554012196787
akama,3,3.0,4.0,,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.11447135846201888,-0.07519068234273438,0.11885597612635267,0.048666180046804765,0.036609403860333914,0.07205874136337645,-0.018142748970482174,-0.061736845626398335,0.08516556119846196,0.05544089581367292,-0.16015210046368483,0.017201019491528424,-0.022773024814017398,0.0433581077403464,-0.0045278715297305955,-0.0461866360821208,0.0320901678097658,-0.17618790402712617,-0.1576784104499928,-0.008746846485642187
alakir-the-windlord,8,3.0,6.0,,3.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.06178269450574103,-0.06525878747317676,-0.14910859114726333,-0.21565664057780892,0.27050884613237425,0.20411523345906135,0.028969447248988874,0.09196708382107377,0.05618713255868181,0.015241074072493255,0.16189304948094096,0.28735764828570065,-0.19616209110069394,0.22748371561203212,0.2016430847688706,0.019749143880150255,0.13430806592196207,-0.05535146861068568,-0.08398514117663099,0.0782647619246905
alar,5,7.0,3.0,,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.18769311720136905,-0.09440995419948288,0.031903814237732864,-0.027934535730414937,-0.03552971485789012,-0.010511424305975698,0.13188180386874024,-0.07936246825452413,-0.07344783338311425,0.03777560078850338,-0.09348777878707244,0.012714201424581194,0.056287602654672635,0.008818537744889289,0.023038097030836254,0.03979994681161998,-0.028077791346726843,-0.06378135102771895,-0.10401527872468232,0.005998641955624119
alarm-o-bot,3,0.0,3.0,,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41750987990765637,-0.21380177590990362,0.3441600927958484,-0.07190210517436642,-0.02375039081136917,-0.05296342351349146,0.23223957764690012,0.003799711792980274,-0.13296414684447933,-0.1078766705744385,0.05835808128782078,0.0552440106375116,0.057250197359987515,-0.0476793033851972,0.047159119641711586,-0.04178524049592357,0.020751233713312174,-0.04208061904525842,0.006908719754376,0.009756381294770465
aldor-attendant,1,1.0,3.0,,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2260410293704627,-0.04847135043291656,0.21781080280698045,-0.1831318721664159,-0.12565897638592569,0.03058158948446613,0.07952892985426874,-0.11298627758448182,-0.06478956719095717,0.029284240597142956,0.07355634419572013,0.016316158973426743,-0.05747875073242362,0.029152889676622298,-0.054141046583237956,0.06248538787290881,0.07415176210830735,0.004471822645205428,0.10705908945905696,-0.1683212681548313
aldor-peacekeeper,3,3.0,3.0,,4.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29159476088516617,0.1008694933643419,-0.048320345255876876,0.0014028747423591378,0.05333004917649347,-0.12842172449105477,0.0475340723442933,-0.01682611356189726,-0.028267216834547627,0.10712596128850557,0.10421782985090582,-0.17473524927449785,-0.07665760594896688,-0.08648351137788979,-0.03021271061318945,-0.19152825731341383,0.24348654747819057,0.028727023942161034,-0.039099997098777636,0.026569896436735563
aldor-truthseeker,5,4.0,6.0,,4.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241563660930013,-0.05643729675878073,0.16162860068135243,-0.24973011960958297,-0.004270789118364288,0.17233996196154117,0.12082875170558355,-0.028451495953205515,-0.01391035214354033,0.009612379686075104,0.055263559419760605,-0.006116208177412872,-0.05428204066020248,-0.029924628036759295,-0.06499447248230089,0.05638727431154511,0.012464966032261968,-0.08715371564283532,0.16122765277132733,-0.1463608623119419
aldrachi-warblades,3,2.0,,2.0,4.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028470370152815658,0.027899167197560106,-0.031638842834010486,-0.03092928712196481,0.03651622697061637,0.026439882267860395,0.023893992942525533,0.02743612074066056,0.008915710193381299,0.0006236015922802457,-0.015557243904664841,0.0378372132482798,-0.002643933972196151,0.03744337160859799,0.04605677285229702,-0.07603875177241959,-0.006417232537716376,-0.010406813940669916,-0.028879266965092288,-0.028818034084401898
alexandros-mograine,7,7.0,7.0,,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.39729224173393335,0.09561454406934096,0.39341493623500196,-0.2269597500139515,-0.125646499460702,-0.017925096864945745,0.3395032614587174,-0.027459193253412558,0.018939502548811576,-0.1767130012773916,0.0954291905149176,0.06834498380183764,-0.012490265495139402,-0.08940395528531167,0.14909176842981522,-0.012010830665527045,-0.03172703930184445,-0.00024019266714074344,-0.03070954359936611,-0.09170374404451345
alexstrasza,9,8.0,8.0,,4.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19240545911089263,0.02980859012414893,0.008566265058888314,0.01399394412489044,0.01728077804137352,-0.04326521943178868,0.022889434343764885,0.14967967890838682,0.10810398616325406,0.08369908473121503,0.051958227602204234,-0.2228557424481635,-0.018124577347773892,0.08037081822668002,0.015718432041478634,0.09714692797957783,0.02306736147609308,0.08177163585853255,-0.013844197283087355,0.015741904145538423
alexstrasza-the-life-binder,9,8.0,8.0,,4.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.29276758531393493,0.09394203900503838,-0.14337830080482458,0.050441769350851956,-0.016621988200753467,-0.06380125431863275,0.11575372092544753,0.018688211391851756,0.17720381358458814,9.033022497658034e-05,0.08830716959615474,-0.2661510488914541,-0.10885153643959895,0.036172497065786506,0.04277413081017147,0.04285812640283754,-0.04680042597816795,0.05003691877015655,-0.06219299942979266,0.04090464909010542
alexstraszas-champion,2,2.0,3.0,,4.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2489430248010582,-0.09057533682172084,-0.2725306560493465,-0.20556685190543855,-0.10405815805924684,-0.09780350956642166,-0.1971158721449499,0.15174957813086154,0.10373846337975157,-0.22869925187833795,-0.07080304132412527,-0.15145819363508434,0.023983111696147495,-0.06058295420309022,0.1264466600766905,-0.13190603661667694,0.1275120126227619,-0.03081837849897406,-0.020329601460408984,-0.05426416651331452
all-fel-breaks-loose,5,,,,3.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18326688593218116,-0.0749057637126591,-0.10869894266442617,-0.0007253836755557082,-0.0253204782922222,0.02052114443186482,0.11906445034388248,-0.16444463266807446,-0.11603513593407253,0.030713327239371747,-0.15863842971683792,-0.06840822690147612,0.06508050031381304,0.09099156469610406,0.03397082098034293,0.11497989801541408,-0.10157511687637341,-0.01254892267076938,-0.11716127656133592,-0.057103718967702735
